conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,end_date,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM","1157, 539",,2,,2015,1,1,4,24-01-2012,,432,"2, 200, 210, 211, 220, 225, 235, 260, 305, 316, 325, 346, 360, 366, 367, 371, 375, 380, 385, 390, 404, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 490, 501, 516, 517, 522, 580, 616, 640, 651, 663, 678, 710, 760, 771, 790, 811, 850, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Congo, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM","1157, 539",,2,,2016,1,1,4,24-01-2012,,432,"2, 200, 210, 211, 220, 225, 235, 260, 305, 310, 316, 325, 360, 366, 368, 371, 375, 380, 385, 390, 404, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 484, 501, 516, 530, 580, 616, 640, 651, 663, 678, 710, 760, 771, 790, 811, 850, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","AQIM, JNIM","539, 6716",,2,,2017,1,1,4,24-01-2012,,432,"2, 200, 210, 211, 220, 225, 235, 260, 305, 310, 316, 325, 346, 360, 366, 367, 368, 371, 375, 380, 385, 390, 404, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 530, 616, 651, 663, 678, 710, 760, 771, 780, 790, 811, 850, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of New Zealand, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America",JNIM,6716,,2,,2018,1,1,4,24-01-2012,,432,"2, 20, 200, 210, 211, 220, 225, 230, 235, 260, 305, 310, 316, 325, 346, 360, 366, 367, 368, 371, 375, 380, 385, 390, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 530, 580, 616, 640, 651, 663, 70, 710, 760, 770, 771, 780, 790, 811, 850, 90, 92, 920",,,432,4
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Ireland, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of Ukraine, Government of United Kingdom, Government of United States of America",JNIM,6716,,2,,2019,1,1,4,24-01-2012,,432,"2, 20, 200, 205, 210, 211, 220, 225, 230, 235, 260, 305, 316, 325, 346, 360, 366, 367, 368, 369, 371, 375, 380, 385, 390, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 530, 580, 616, 640, 651, 663, 70, 710, 760, 770, 771, 780, 790, 811, 850, 90, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Australia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Iran, Government of Ireland, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Ukraine, Government of United Kingdom, Government of United States of America, Government of Zambia",JNIM,6716,,2,,2020,1,1,4,24-01-2012,,432,"2, 20, 200, 205, 210, 211, 220, 225, 230, 235, 260, 305, 316, 325, 346, 360, 366, 367, 368, 369, 371, 375, 380, 385, 390, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 530, 551, 580, 616, 630, 651, 663, 70, 710, 760, 770, 771, 780, 790, 811, 850, 90, 900, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Australia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Greece, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Iran, Government of Ireland, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Luxembourg, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of Ukraine, Government of United Kingdom, Government of United States of America, Government of Zambia",JNIM,6716,,2,,2021,1,1,4,24-01-2012,,432,"2, 20, 200, 205, 210, 211, 212, 220, 225, 230, 235, 260, 305, 316, 325, 346, 350, 360, 366, 367, 368, 369, 371, 375, 380, 385, 390, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 530, 551, 616, 630, 640, 651, 663, 70, 710, 760, 770, 771, 780, 790, 811, 850, 90, 900, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Australia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Iran, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Luxembourg, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America",JNIM,6716,,2,,2022,2,1,4,24-01-2012,,432,"2, 20, 200, 210, 211, 212, 220, 225, 230, 235, 260, 305, 316, 325, 360, 366, 367, 368, 375, 380, 385, 390, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 616, 630, 640, 651, 663, 70, 710, 760, 770, 771, 780, 790, 811, 850, 90, 900, 92",,,432,4
11347,Mali,Government of Mali,72,"Government of Australia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Iran, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Liberia, Government of Lithuania, Government of Luxembourg, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America",JNIM,6716,,2,,2023,1,1,4,24-01-2012,,432,"2, 20, 200, 210, 211, 212, 220, 225, 230, 235, 260, 305, 316, 325, 360, 366, 368, 375, 385, 390, 420, 433, 434, 435, 436, 437, 438, 439, 450, 451, 452, 461, 471, 475, 483, 501, 516, 616, 630, 640, 651, 663, 70, 710, 760, 770, 771, 780, 790, 811, 850, 90, 900, 92",,,432,4
11348,"South Sudan, Sudan",Government of South Sudan,113,,Government of Sudan,112,,1,Common border,2012,1,0,2,27-03-2012,26-12-2012,626,,625,,"625, 626",4
11349,China,Government of China,135,,ETIM,1156,,1,East Turkestan,2008,1,0,3,10-08-2008,29-08-2008,710,,,,710,3
11350,Bangladesh,Government of Bangladesh,143,,"PBCP, PBCP-J","1165, 805",,2,,2005,1,0,3,08-02-2005,,771,,,,771,3
11350,Bangladesh,Government of Bangladesh,143,,PBCP-J,1165,,2,,2006,1,0,3,08-02-2005,22-12-2006,771,,,,771,3
11447,Ethiopia,Government of Ethiopia,97,,IGLF,1115,,1,Hararghe,1991,1,0,3,10-10-1991,10-10-1991,530,,,,530,4
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,1991,1,0,3,31-12-1991,31-12-1991,775,,,,775,3
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,1995,1,0,3,17-04-1995,03-05-1995,775,,,,775,3
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2000,1,0,3,28-02-2000,,775,,,,775,3
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2001,1,0,3,28-02-2000,18-05-2001,775,,,,775,3
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2005,1,0,3,31-01-2005,,775,,,,775,3
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2006,1,0,3,31-01-2005,,775,,,,775,3
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2007,1,0,3,31-01-2005,15-02-2007,775,,,,775,3
11487,Malaysia,Government of Malaysia,152,,Sultanate of Sulu,4006,,1,Sabah,2013,1,0,3,02-03-2013,24-04-2013,820,,,,820,3
11884,Hyderabad,Government of Hyderabad,2,,CPI,178,,2,,1947,2,1,3,30-06-1947,,751,,,,751,3
11884,Hyderabad,Government of Hyderabad,2,,CPI,178,,2,,1948,2,1,3,30-06-1947,18-09-1948,751,,,,751,3
13042,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2012,1,0,3,07-09-2012,,652,,,,652,2
13042,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2013,1,0,3,07-09-2012,,652,,,,652,2
13042,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2014,1,0,3,07-09-2012,,652,,,,652,2
13042,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2015,1,0,3,07-09-2012,25-07-2015,652,,,,652,2
13219,Ukraine,Government of Ukraine,61,,Maidan,5817,,2,,2014,1,0,3,18-02-2014,21-02-2014,369,,,,369,1
13243,"Russia (Soviet Union), Ukraine",Government of Russia (Soviet Union),57,,Government of Ukraine,61,,3,Crimea,2022,2,1,2,24-02-2022,,365,,369,,"365, 369",1
13243,"Russia (Soviet Union), Ukraine",Government of Russia (Soviet Union),57,,Government of Ukraine,61,,3,Crimea,2023,2,1,2,24-02-2022,,365,,369,,"365, 369",1
13246,Ukraine,Government of Ukraine,61,,DPR,5840,Government of Russia (Soviet Union),1,Donetsk,2014,2,1,4,02-05-2014,15-09-2014,369,,,365,369,1
13247,Ukraine,Government of Ukraine,61,,LPR,5839,Government of Russia (Soviet Union),1,Lugansk,2014,2,1,4,14-06-2014,17-09-2014,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,United Armed Forces of Novorossiya,5914,Government of Russia (Soviet Union),1,Novorossiya,2014,2,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR, United Armed Forces of Novorossiya","5914, 6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2015,2,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR","6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2016,1,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR","6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2017,1,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR","6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2018,1,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR","6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2019,1,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR","6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2020,1,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,"DPR, LPR","6711, 6712",Government of Russia (Soviet Union),1,Novorossiya,2021,1,1,4,18-09-2014,,369,,,365,369,1
13306,Ukraine,Government of Ukraine,61,,DPR,6711,Government of Russia (Soviet Union),1,Novorossiya,2022,1,1,4,18-09-2014,25-02-2022,369,,,365,369,1
13324,"Kyrgyzstan, Tajikistan",Government of Kyrgyzstan,132,,Government of Tajikistan,131,,1,Common Border,2021,1,0,2,01-05-2021,,703,,702,,"702, 703",3
13324,"Kyrgyzstan, Tajikistan",Government of Kyrgyzstan,132,,Government of Tajikistan,131,,1,Common Border,2022,1,0,2,01-05-2021,18-09-2022,703,,702,,"702, 703",3
13588,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2015,1,0,3,01-08-2015,,365,,,,365,1
13588,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2016,1,0,3,01-08-2015,,365,,,,365,1
13588,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2017,1,0,3,01-08-2015,,365,,,,365,1
13588,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2018,1,0,3,01-08-2015,,365,,,,365,1
13588,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2019,1,0,3,01-08-2015,,365,,,,365,1
13588,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2020,1,0,3,01-08-2015,28-12-2020,365,,,,365,1
13604,Syria,Government of Syria,118,,IS,234,,1,Islamic State,2013,2,1,3,25-07-2013,,652,,,,652,2
13604,Syria,Government of Syria,118,,IS,234,,1,Islamic State,2014,2,1,3,25-07-2013,,652,,,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2015,2,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2016,2,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2017,2,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2018,2,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2019,1,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2020,2,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2021,1,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2022,1,1,4,25-07-2013,,652,"365, 630",,,652,2
13604,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",IS,234,,1,Islamic State,2023,1,1,4,25-07-2013,,652,"365, 630",,,652,2
13611,Mali,Government of Mali,72,,FLM,6267,,1,Macina Empire,2015,1,0,3,27-06-2015,28-10-2015,432,,,,432,4
13637,Afghanistan,Government of Afghanistan,130,"Government of Pakistan, Government of United States of America",IS,234,,1,Islamic State,2015,1,0,4,03-03-2015,,700,"2, 770",,,700,3
13637,Afghanistan,Government of Afghanistan,130,"Government of Pakistan, Government of United States of America",IS,234,,1,Islamic State,2016,2,1,4,03-03-2015,,700,"2, 770",,,700,3
13637,Afghanistan,Government of Afghanistan,130,Government of United States of America,IS,234,,1,Islamic State,2017,2,1,4,03-03-2015,,700,2,,,700,3
